Repository,PR Number,Status,Files Changed,Additions,Deletions,Analysis Time (hours),Description Length,Participants,Comments
facebook/react-native,9925,CLOSED,2,96,1,321.1716666666667,185,7,68
facebook/react-native,9931,CLOSED,3,139,27,3353.6666666666665,819,7,25
facebook/react-native,9942,CLOSED,32,383,129,1179.3663888888889,794,33,209
facebook/react-native,9945,CLOSED,2,15,1,1246.8775,259,5,10
facebook/react-native,9957,CLOSED,15,356,24,1924.0372222222222,1478,9,57
facebook/react-native,9964,CLOSED,1,3,0,207.13694444444445,596,4,18
facebook/react-native,9975,CLOSED,1,14,1,85.35555555555555,226,7,18
facebook/react-native,9989,CLOSED,2,14,2,4103.079166666666,0,6,31
facebook/react-native,9993,CLOSED,4,131,9,14.519722222222223,798,2,5
facebook/react-native,10004,CLOSED,2,15,10,1.6947222222222222,134,3,5
facebook/react-native,10035,CLOSED,1,1,0,143.63972222222222,415,3,7
facebook/react-native,10037,CLOSED,3,26,0,7656.3886111111115,344,8,12
facebook/react-native,10038,CLOSED,1,1,1,13.428055555555556,460,4,7
facebook/react-native,10062,CLOSED,2,13,15,116.05166666666666,149,3,10
facebook/react-native,10079,CLOSED,2,9,0,1626.8319444444444,430,4,3
facebook/react-native,10084,CLOSED,14,595,18,7835.394722222222,701,18,77
facebook/react-native,10098,CLOSED,1,3,3,748.3763888888889,30,5,12
facebook/react-native,10110,CLOSED,3,146,11,850.385,2098,8,36
facebook/react-native,10118,CLOSED,2,74,15,3.7841666666666667,474,2,4
facebook/react-native,10156,CLOSED,1,25,7,1033.4155555555556,989,5,10
facebook/react-native,10159,CLOSED,1,7,3,33.83222222222222,522,4,14
facebook/react-native,10161,CLOSED,1,1,2,1846.5694444444443,89,6,7
facebook/react-native,10178,CLOSED,1,100,63,363.51194444444445,956,3,18
facebook/react-native,10185,CLOSED,3,41,8,3.2330555555555556,794,3,7
facebook/react-native,10186,CLOSED,1,1,1,1.5275,91,3,3
facebook/react-native,10189,CLOSED,1,15,3,1078.8608333333334,527,4,6
facebook/react-native,10215,CLOSED,1,1,1,404.3230555555556,86,5,3
facebook/react-native,10221,CLOSED,6,186,34,1267.9116666666666,1057,6,20
facebook/react-native,10222,CLOSED,1,1,1,546.5791666666667,112,3,9
facebook/react-native,10227,CLOSED,22,2026,22,40.5225,118,4,17
facebook/react-native,10238,CLOSED,3,16,3,193.47194444444443,88,3,7
facebook/react-native,10241,CLOSED,5,16,0,1346.6375,324,4,12
facebook/react-native,10242,CLOSED,4,39,5,1900.7458333333334,281,11,18
facebook/react-native,10247,CLOSED,1,18,1,968.0302777777778,754,5,12
facebook/react-native,10251,CLOSED,1,9,0,1354.5483333333334,235,6,11
facebook/react-native,10264,CLOSED,29,721,6,8.315,469,3,4
facebook/react-native,10280,CLOSED,1,8,3,108.87805555555556,13,7,15
facebook/react-native,10291,CLOSED,2,93,1,20796.738333333335,667,12,28
facebook/react-native,10296,CLOSED,1,12,2,1116.4958333333334,1030,7,10
facebook/react-native,10308,CLOSED,1,10,0,19.43138888888889,1155,3,1
facebook/react-native,10314,CLOSED,1,1,1,4.869166666666667,171,4,3
facebook/react-native,10321,CLOSED,1,6,16,688.1166666666667,1459,7,9
facebook/react-native,10323,CLOSED,1,1,1,35.95527777777778,102,4,9
facebook/react-native,10327,CLOSED,2,78,9,1758.0891666666666,660,15,19
facebook/react-native,10338,CLOSED,1,1,1,1580.0591666666667,34,6,5
facebook/react-native,10339,CLOSED,2,11,2,1034.2833333333333,1312,7,6
facebook/react-native,10356,CLOSED,2,13,1,625.7669444444444,202,7,8
facebook/react-native,10357,CLOSED,2,25,0,5.313888888888889,566,4,8
facebook/react-native,10365,CLOSED,2,9,0,774.3747222222222,386,6,8
facebook/react-native,10407,CLOSED,1,6,7,236.3386111111111,709,4,4
facebook/react-native,10419,CLOSED,3,42,20,1119.7916666666667,1323,7,43
facebook/react-native,10420,CLOSED,1,2,2,592.5363888888888,0,5,5
facebook/react-native,10424,CLOSED,1,3,2,1066.3055555555557,297,5,4
yangshun/tech-interview-handbook,1,MERGED,1,1,1,1.631388888888889,0,2,1
yangshun/tech-interview-handbook,3,MERGED,1,2,2,2.193611111111111,0,2,1
yangshun/tech-interview-handbook,9,MERGED,2,14,14,45.85,84,2,5
yangshun/tech-interview-handbook,17,MERGED,1,2,2,1.3802777777777777,107,2,2
yangshun/tech-interview-handbook,30,MERGED,1,17,0,19.305555555555557,0,2,4
yangshun/tech-interview-handbook,38,MERGED,1,54,0,8.777777777777779,0,2,2
yangshun/tech-interview-handbook,96,CLOSED,2,29,0,11.377777777777778,83,2,1
yangshun/tech-interview-handbook,99,MERGED,1,12,12,1.1355555555555557,99,2,1
yangshun/tech-interview-handbook,107,MERGED,1,1,1,4.919722222222222,10,2,1
yangshun/tech-interview-handbook,114,MERGED,2,2,2,7.533611111111111,316,2,1
yangshun/tech-interview-handbook,121,MERGED,1,1,1,2627.4730555555557,0,2,0
yangshun/tech-interview-handbook,123,MERGED,1,1,1,945.4825,176,2,0
yangshun/tech-interview-handbook,127,MERGED,1,1,1,3.723333333333333,342,2,1
yangshun/tech-interview-handbook,131,MERGED,1,5,6,2.0244444444444443,39,2,0
yangshun/tech-interview-handbook,133,MERGED,1,1,1,5.448055555555555,51,2,0
yangshun/tech-interview-handbook,134,MERGED,1,0,1,7.808055555555556,0,2,1
yangshun/tech-interview-handbook,137,MERGED,1,52,8,133.29666666666665,789,3,5
yangshun/tech-interview-handbook,138,MERGED,1,1,1,6.332777777777777,76,2,0
yangshun/tech-interview-handbook,142,MERGED,1,1,1,2.231388888888889,173,2,0
yangshun/tech-interview-handbook,144,MERGED,1,1,1,1.3097222222222222,42,2,0
yangshun/tech-interview-handbook,150,MERGED,1,1,1,108.46944444444445,0,2,0
yangshun/tech-interview-handbook,152,MERGED,2,17,0,1633.3266666666666,647,2,1
yangshun/tech-interview-handbook,156,MERGED,1,1,0,306.0811111111111,0,2,0
yangshun/tech-interview-handbook,157,MERGED,1,1,1,23.501666666666665,0,3,0
yangshun/tech-interview-handbook,158,MERGED,1,1,1,23.276666666666667,0,3,0
yangshun/tech-interview-handbook,162,CLOSED,1,4,0,1.3155555555555556,95,3,0
yangshun/tech-interview-handbook,163,CLOSED,2,19,0,1202.8272222222222,158,2,2
yangshun/tech-interview-handbook,164,MERGED,1,5,0,1.6022222222222222,190,2,1
yangshun/tech-interview-handbook,168,MERGED,1,1,1,6.767222222222222,794,2,0
yangshun/tech-interview-handbook,172,MERGED,1,3,3,55.53111111111111,13078,1,0
yangshun/tech-interview-handbook,173,CLOSED,1,1,1,907.4197222222223,248,3,0
yangshun/tech-interview-handbook,175,MERGED,1,1,1,622.4538888888889,442,2,0
yangshun/tech-interview-handbook,177,MERGED,1,1,1,1.4744444444444444,0,2,0
yangshun/tech-interview-handbook,182,MERGED,1,8,0,19.280555555555555,381,2,0
yangshun/tech-interview-handbook,196,MERGED,1,1,1,763.4611111111111,200,2,0
yangshun/tech-interview-handbook,207,MERGED,1,1,0,3.4275,0,2,0
yangshun/tech-interview-handbook,218,CLOSED,2,30,67,563.2602777777778,0,2,1
yangshun/tech-interview-handbook,219,MERGED,1,6,6,4.276944444444444,46,3,0
yangshun/tech-interview-handbook,227,MERGED,1,1,0,80.19805555555556,93,2,0
yangshun/tech-interview-handbook,229,MERGED,1,1,0,12.829722222222221,80,2,0
yangshun/tech-interview-handbook,230,CLOSED,3,14,0,1.23,0,2,0
yangshun/tech-interview-handbook,236,CLOSED,1,1,0,5.129722222222222,54,2,1
yangshun/tech-interview-handbook,239,MERGED,1,1,1,43.63777777777778,0,2,0
yangshun/tech-interview-handbook,242,MERGED,1,1,1,16.746944444444445,81,2,0
yangshun/tech-interview-handbook,243,MERGED,1,20,0,11.016666666666667,0,2,0
yangshun/tech-interview-handbook,245,MERGED,1,5,5,10.093055555555555,96,2,0
yangshun/tech-interview-handbook,246,MERGED,1,1,1,6.968333333333334,135,2,0
yangshun/tech-interview-handbook,250,MERGED,1,9,9,1478.5219444444444,0,2,0
yangshun/tech-interview-handbook,253,MERGED,2,2,2,21.905,0,2,0
yangshun/tech-interview-handbook,254,MERGED,1,1,0,1.4847222222222223,68,2,0
yangshun/tech-interview-handbook,260,MERGED,1,1,1,6.773611111111111,0,2,1
yangshun/tech-interview-handbook,261,MERGED,1,1,1,1.8302777777777777,319,2,1
yangshun/tech-interview-handbook,265,CLOSED,12,25,25,46.21222222222222,495,3,1
yangshun/tech-interview-handbook,268,MERGED,1,1,1,1.4627777777777777,41,2,0
yangshun/tech-interview-handbook,269,MERGED,1,1,1,2.165,195,2,0
yangshun/tech-interview-handbook,272,MERGED,7,9,9,11.513333333333334,211,2,2
yangshun/tech-interview-handbook,273,MERGED,1,1,1,2.91,51,2,0
yangshun/tech-interview-handbook,276,MERGED,1,1,1,1.1825,261,2,0
yangshun/tech-interview-handbook,278,MERGED,1,1,1,5.904166666666667,113,2,0
yangshun/tech-interview-handbook,279,MERGED,1,1,1,5.883055555555556,33,2,0
yangshun/tech-interview-handbook,280,MERGED,1,3,3,2.118888888888889,132,2,1
yangshun/tech-interview-handbook,283,CLOSED,1,1,1,1993.2797222222223,0,4,1
yangshun/tech-interview-handbook,285,MERGED,1,1,1,2.1725,141,2,0
yangshun/tech-interview-handbook,286,MERGED,1,89,0,14.866388888888888,92,2,1
yangshun/tech-interview-handbook,291,CLOSED,1,1,1,963.3172222222222,0,3,1
yangshun/tech-interview-handbook,293,MERGED,1,25,0,5.866666666666666,63,2,0
yangshun/tech-interview-handbook,295,CLOSED,1,0,31,5576.642777777778,334,4,4
yangshun/tech-interview-handbook,297,CLOSED,1,1,1,288.21194444444444,60,3,1
yangshun/tech-interview-handbook,299,MERGED,1,1,1,19.60472222222222,0,2,0
yangshun/tech-interview-handbook,302,MERGED,1,1,1,2.8305555555555557,92,2,0
yangshun/tech-interview-handbook,305,CLOSED,4,247,1,4.426666666666667,0,2,1
yangshun/tech-interview-handbook,306,MERGED,10,420,4,22.37527777777778,397,4,3
yangshun/tech-interview-handbook,308,MERGED,3,141,8,15.118333333333334,134,3,1
yangshun/tech-interview-handbook,320,MERGED,8,197,17,8.0825,167,1,0
yangshun/tech-interview-handbook,321,MERGED,10,2198,1878,40.84166666666667,802,2,1
yangshun/tech-interview-handbook,323,MERGED,7,383,12,30.379444444444445,145,3,2
yangshun/tech-interview-handbook,327,MERGED,3,280,1,20.339166666666667,99,2,0
yangshun/tech-interview-handbook,330,MERGED,3,237,0,16.358055555555556,0,2,0
yangshun/tech-interview-handbook,331,MERGED,3,247,1,16.436944444444446,0,2,0
yangshun/tech-interview-handbook,332,MERGED,3,237,0,16.776666666666667,0,2,0
yangshun/tech-interview-handbook,334,MERGED,6,324,288,1.2513888888888889,325,2,0
yangshun/tech-interview-handbook,335,MERGED,2,67,18,2.161388888888889,188,1,0
yangshun/tech-interview-handbook,343,MERGED,2,141,0,243.57166666666666,0,2,0
yangshun/tech-interview-handbook,365,MERGED,1,16,2,2.9380555555555556,60,2,1
yangshun/tech-interview-handbook,383,MERGED,4,67,33,45.021388888888886,0,2,0
yangshun/tech-interview-handbook,384,MERGED,7,151,38,116.32583333333334,0,2,0
yangshun/tech-interview-handbook,409,MERGED,5,135,18,92.03222222222222,0,3,0
yangshun/tech-interview-handbook,430,MERGED,6,222,109,20.843055555555555,0,2,0
yangshun/tech-interview-handbook,487,MERGED,4,66,31,13.653055555555556,139,3,0
yangshun/tech-interview-handbook,490,MERGED,5,303,324,3.0588888888888888,420,2,0
yangshun/tech-interview-handbook,498,MERGED,1,1,2,28.004166666666666,0,2,0
yangshun/tech-interview-handbook,505,MERGED,1,6,1,1.9133333333333333,68,2,0
yangshun/tech-interview-handbook,510,CLOSED,15,398,9,692.0786111111111,0,2,0
yangshun/tech-interview-handbook,516,MERGED,14,188,146,3.925,0,2,0
yangshun/tech-interview-handbook,557,MERGED,1,1,1,9.466944444444444,69,2,0
yangshun/tech-interview-handbook,558,MERGED,1,1,1,1.7397222222222222,48,3,2
yangshun/tech-interview-handbook,563,MERGED,2,4,0,108.525,158,2,1
yangshun/tech-interview-handbook,567,MERGED,1,7,0,8.065833333333334,141,2,0
yangshun/tech-interview-handbook,568,MERGED,1,116,4,142.9163888888889,282,2,1
yangshun/tech-interview-handbook,570,MERGED,1,1,1,57.68333333333333,257,2,0
electron/electron,2144,MERGED,3,61,1,69.64055555555555,100,3,3
electron/electron,2777,MERGED,8,24,20,14.647777777777778,14,6,6
electron/electron,6035,MERGED,6,73,41,31.35611111111111,609,3,1
electron/electron,6383,MERGED,2,2,4,8.1825,239,4,5
electron/electron,6867,MERGED,6,115,4,350.7325,346,4,3
electron/electron,6919,MERGED,35,1057,102,883.7911111111111,1473,8,37
electron/electron,7062,MERGED,5,43,6,416.2161111111111,188,4,3
electron/electron,7169,MERGED,6,25,4,143.99527777777777,230,3,1
electron/electron,7173,MERGED,6,169,13,216.4013888888889,141,7,10
electron/electron,7209,MERGED,3,25,1,42.159166666666664,307,3,2
electron/electron,7227,MERGED,1,12,2,70.57277777777777,353,3,3
electron/electron,7236,MERGED,2,11,1,46.75138888888889,78,4,1
electron/electron,7276,MERGED,3,42,9,9.178611111111111,671,4,2
electron/electron,7284,MERGED,3,180,101,29.897777777777776,323,2,1
electron/electron,7291,MERGED,12,44,20,302.7080555555556,453,4,6
electron/electron,7313,MERGED,1,1,1,109.47555555555556,68,3,1
electron/electron,7316,MERGED,4,183,64,72.95222222222222,0,3,5
electron/electron,7332,CLOSED,1,3,0,292.91833333333335,85,6,9
electron/electron,7338,MERGED,1,2,2,36.895,41,3,1
electron/electron,7339,MERGED,22,277,175,62.64111111111111,186,4,1
electron/electron,7374,MERGED,11,28,25,27.24416666666667,84,3,1
electron/electron,7379,MERGED,18,205,200,334.455,191,3,10
electron/electron,7417,MERGED,1,3,2,25.25722222222222,413,2,0
electron/electron,7449,MERGED,2,27,0,101.68222222222222,96,3,7
electron/electron,7471,MERGED,122,1499,1495,198.76388888888889,404,3,3
electron/electron,7488,MERGED,4,195,9,35.53,201,3,6
electron/electron,7498,MERGED,3,29,23,145.99444444444444,12,4,4
electron/electron,7502,MERGED,1,1,1,17.406944444444445,19,3,1
electron/electron,7505,MERGED,6,67,54,144.7461111111111,651,2,1
electron/electron,7518,MERGED,5,59,5,107.725,452,4,12
electron/electron,7533,MERGED,5,77,9,616.6447222222222,693,3,4
electron/electron,7540,MERGED,18,321,65,856.1111111111111,149,5,14
electron/electron,7566,MERGED,1,35,20,136.5886111111111,196,2,2
electron/electron,7570,MERGED,26,65,58,16.636388888888888,4,3,1
electron/electron,7577,MERGED,19,3382,44,440.46444444444444,2331,6,7
electron/electron,7580,MERGED,1,1,1,7.935833333333333,546,2,0
electron/electron,7590,MERGED,5,24,29,266.5786111111111,159,3,1
electron/electron,7592,MERGED,8,92,1,308.9536111111111,882,8,16
electron/electron,7596,MERGED,13,226,133,261.0938888888889,24,3,1
electron/electron,7608,MERGED,1,10,0,6.995555555555556,13,3,1
electron/electron,7611,MERGED,4,24,12,24.975833333333334,90,4,9
electron/electron,7612,CLOSED,0,0,0,822.53,447,8,20
electron/electron,7631,MERGED,8,91,14,244.14027777777778,263,4,5
electron/electron,7658,MERGED,9,217,3,690.8136111111111,426,4,7
electron/electron,7660,MERGED,2,102,0,45.43055555555556,88,2,0
electron/electron,7665,MERGED,4,136,27,130.02722222222224,419,3,1
electron/electron,7666,MERGED,1,3,3,123.68583333333333,41,3,1
electron/electron,7715,MERGED,1,1,1,35.590555555555554,397,2,0
electron/electron,7741,MERGED,2,95,109,4.910555555555556,287,2,0
electron/electron,7745,MERGED,1,1,1,129.25222222222223,134,2,0
electron/electron,7765,MERGED,1,5,19,1784.4897222222223,220,6,11
electron/electron,7770,MERGED,1,1,1,5.7380555555555555,0,3,1
electron/electron,7773,CLOSED,1,4,4,322.00805555555553,0,3,1
electron/electron,7786,CLOSED,1,2,0,76.08111111111111,394,3,0
electron/electron,7788,MERGED,3,37,7,69.7388888888889,313,2,2
electron/electron,7789,CLOSED,6,45,6,290.28,551,3,1
electron/electron,7793,MERGED,2,19,0,58.52388888888889,37,4,3
electron/electron,7795,MERGED,1,27,0,25.463333333333335,0,3,1
electron/electron,7813,MERGED,1,7,0,3.757222222222222,183,2,0
electron/electron,7817,CLOSED,2,27,0,2530.806666666667,177,4,11
electron/electron,7818,MERGED,1,23,20,3.75,377,2,0
electron/electron,7837,MERGED,1,1,1,1.4283333333333332,103,2,0
electron/electron,7843,MERGED,29,74,2,44.50083333333333,1127,3,3
electron/electron,7851,MERGED,13,758,1,2326.1366666666668,439,7,22
electron/electron,7857,MERGED,4,14,0,4398.635,130,4,8
electron/electron,7863,MERGED,5,209,213,94.39222222222222,691,2,1
electron/electron,7864,MERGED,1,8,0,27.97833333333333,52,3,2
electron/electron,7867,MERGED,1,21,0,26.13722222222222,665,2,1
electron/electron,7869,MERGED,4,9,5,90.97333333333333,1062,3,0
electron/electron,7878,MERGED,37,190,39,1131.6047222222223,172,3,0
electron/electron,7881,MERGED,15,37,28,2.115,249,2,2
electron/electron,7884,MERGED,18,181,243,153.0475,10,2,1
electron/electron,7888,MERGED,19,25,38,1124.558888888889,684,3,11
electron/electron,7898,MERGED,10,114,0,92.3163888888889,380,15,30
electron/electron,7917,MERGED,6,58,0,151.25194444444443,211,5,6
electron/electron,7923,MERGED,3,87,8,133.43472222222223,87,3,3
electron/electron,7933,MERGED,2,5,2,23.073888888888888,556,3,4
electron/electron,7947,MERGED,13,88,18,745.6677777777778,569,4,11
electron/electron,7948,CLOSED,1,7,0,111.54583333333333,194,2,1
electron/electron,7955,MERGED,11,278,36,2105.2516666666666,127,3,7
electron/electron,7974,MERGED,2,26,11,41.522222222222226,85,2,1
electron/electron,7993,MERGED,2,29,11,113.265,367,3,3
electron/electron,8009,MERGED,6,11,11,15.855555555555556,24,4,1
electron/electron,8031,MERGED,1,1,1,10.042777777777777,70,3,2
electron/electron,8041,MERGED,8,86,6,21.003333333333334,695,3,3
electron/electron,8043,MERGED,1,2,2,16.10333333333333,83,2,0
electron/electron,8046,MERGED,1,3,2,14.914444444444445,300,3,1
electron/electron,8052,CLOSED,7,57,8,15248.265833333333,469,10,15
electron/electron,8058,CLOSED,6,75,20,713.7936111111111,112,2,1
electron/electron,8061,MERGED,9,245,15,392.9244444444444,88,4,12
electron/electron,8065,MERGED,1,1,1,1.8052777777777778,144,3,2
electron/electron,8078,MERGED,14,67,43,632.5925,95,4,3
electron/electron,8084,MERGED,7,170,12,54.092777777777776,112,2,1
electron/electron,8086,MERGED,1,13,0,49.79194444444445,248,2,2
electron/electron,8092,MERGED,8,45,0,25.870277777777776,196,2,1
electron/electron,8095,MERGED,26,1288,2,2270.8216666666667,1295,15,32
electron/electron,8107,MERGED,10,204,2,213.6002777777778,12,2,1
electron/electron,8109,MERGED,7,127,55,1317.8275,442,4,13
electron/electron,8120,MERGED,6,69,48,96.21138888888889,527,2,0
electron/electron,8122,MERGED,15,60,44,2.513611111111111,322,2,1
f/awesome-chatgpt-prompts,60,MERGED,1,109,95,6.637222222222222,21,3,0
f/awesome-chatgpt-prompts,88,MERGED,2,11,12,3.613888888888889,0,2,0
f/awesome-chatgpt-prompts,100,CLOSED,2,6,0,9534.701388888889,714,2,0
f/awesome-chatgpt-prompts,118,MERGED,2,6,0,1.698888888888889,158,1,1
f/awesome-chatgpt-prompts,119,MERGED,2,23,2,1.4436111111111112,1552,2,2
f/awesome-chatgpt-prompts,121,MERGED,1,4,1,8.448888888888888,381,2,1
f/awesome-chatgpt-prompts,124,MERGED,2,6,0,62.030833333333334,720,2,0
f/awesome-chatgpt-prompts,131,CLOSED,2,7,0,8374.006944444445,714,3,0
f/awesome-chatgpt-prompts,147,CLOSED,2,8,1,1654.8494444444445,99,2,0
f/awesome-chatgpt-prompts,198,CLOSED,2,5,0,260.39666666666665,745,3,2
f/awesome-chatgpt-prompts,206,CLOSED,2,40,39,347.05694444444447,1224,2,1
f/awesome-chatgpt-prompts,284,MERGED,2,6,0,4.216944444444445,937,3,0
f/awesome-chatgpt-prompts,293,CLOSED,0,0,0,7.442222222222222,3286,1,1
f/awesome-chatgpt-prompts,347,MERGED,2,7,1,5.651944444444444,714,5,8
f/awesome-chatgpt-prompts,350,MERGED,1,7,1,18.587777777777777,0,3,0
f/awesome-chatgpt-prompts,388,MERGED,2,6,0,13.813611111111111,737,1,2
f/awesome-chatgpt-prompts,456,MERGED,2,5,0,14.015277777777778,933,2,0
f/awesome-chatgpt-prompts,482,MERGED,2,9,2,54.150555555555556,945,2,1
f/awesome-chatgpt-prompts,491,MERGED,1,1,1,14.1375,126,3,2
f/awesome-chatgpt-prompts,513,CLOSED,2,172,157,287.87,1012,2,0
f/awesome-chatgpt-prompts,525,MERGED,2,7,1,18.272777777777776,933,3,2
f/awesome-chatgpt-prompts,527,CLOSED,2,7,1,11541.834444444445,933,3,0
f/awesome-chatgpt-prompts,572,CLOSED,2,6,0,4678.085,1281,2,1
f/awesome-chatgpt-prompts,579,CLOSED,1,1,1,23.545555555555556,1157,2,0
f/awesome-chatgpt-prompts,637,CLOSED,1,0,1,2892.0616666666665,1109,2,1
f/awesome-chatgpt-prompts,645,CLOSED,1,1,1,87.70166666666667,1142,2,0
f/awesome-chatgpt-prompts,646,CLOSED,1,1,0,87.30388888888889,1239,2,0
f/awesome-chatgpt-prompts,647,CLOSED,1,5,0,87.24222222222222,1590,2,0
f/awesome-chatgpt-prompts,675,CLOSED,1,1,1,2849.4583333333335,1213,2,0
f/awesome-chatgpt-prompts,683,CLOSED,2,5,0,652.0958333333333,1348,1,0
f/awesome-chatgpt-prompts,687,CLOSED,1,1,1,3139.8980555555554,1168,4,0
f/awesome-chatgpt-prompts,699,CLOSED,1,3,0,1781.0866666666666,1158,3,0
f/awesome-chatgpt-prompts,702,MERGED,1,3,0,589.8011111111111,273,3,1
f/awesome-chatgpt-prompts,709,CLOSED,1,0,3,805.3922222222222,36,3,2
f/awesome-chatgpt-prompts,710,CLOSED,1,2,2,683.2327777777778,87,6,1
f/awesome-chatgpt-prompts,714,MERGED,1,0,5,10.153333333333334,146,9,8
f/awesome-chatgpt-prompts,715,CLOSED,1,0,5,6.026944444444444,968,3,1
f/awesome-chatgpt-prompts,721,CLOSED,1,5,0,14.830277777777777,968,1,1
f/awesome-chatgpt-prompts,728,CLOSED,1,1,0,1034.4294444444445,968,3,0
f/awesome-chatgpt-prompts,732,CLOSED,1,1,0,765.3577777777778,968,4,2
f/awesome-chatgpt-prompts,748,CLOSED,2,115,81,120.06333333333333,864,3,3
f/awesome-chatgpt-prompts,750,MERGED,2,6,0,1174.8505555555555,593,5,6
f/awesome-chatgpt-prompts,756,MERGED,4,100,0,467.3152777777778,954,2,1
f/awesome-chatgpt-prompts,757,MERGED,2,7,1,236.68027777777777,968,4,2
f/awesome-chatgpt-prompts,758,CLOSED,1,1,1,1267.8966666666668,58,3,3
f/awesome-chatgpt-prompts,759,CLOSED,1,1,1,599.2327777777778,1032,4,5
justjavac/free-programming-books-zh_CN,393,CLOSED,1,12,0,35564.72944444444,0,2,0
justjavac/free-programming-books-zh_CN,610,CLOSED,1,1,1,19039.998333333333,0,3,0
justjavac/free-programming-books-zh_CN,619,CLOSED,1,2,0,20114.049444444445,17,5,3
justjavac/free-programming-books-zh_CN,637,CLOSED,1,1,0,4962.174444444445,53,3,1
justjavac/free-programming-books-zh_CN,639,MERGED,1,1,0,4710.048611111111,36,3,0
justjavac/free-programming-books-zh_CN,656,CLOSED,0,0,0,13707.775277777779,13,3,1
justjavac/free-programming-books-zh_CN,669,CLOSED,1,4,0,404.7786111111111,0,2,0
justjavac/free-programming-books-zh_CN,676,CLOSED,1,3,0,10544.749444444444,182,3,1
justjavac/free-programming-books-zh_CN,710,MERGED,1,1,1,5493.238611111111,185,3,1
justjavac/free-programming-books-zh_CN,728,MERGED,1,1,0,2776.7272222222223,29,2,2
justjavac/free-programming-books-zh_CN,812,MERGED,1,1,1,18578.60388888889,148,2,0
justjavac/free-programming-books-zh_CN,813,MERGED,1,4,0,18552.84138888889,101,2,0
justjavac/free-programming-books-zh_CN,814,MERGED,1,2,0,18111.236666666668,0,3,1
justjavac/free-programming-books-zh_CN,820,CLOSED,0,0,0,13511.6625,8,4,0
justjavac/free-programming-books-zh_CN,824,MERGED,1,1,1,12375.869444444445,0,3,1
justjavac/free-programming-books-zh_CN,825,MERGED,1,7,0,12119.359444444444,80,2,0
justjavac/free-programming-books-zh_CN,845,MERGED,1,7,0,2795.2355555555555,0,10,7
justjavac/free-programming-books-zh_CN,846,MERGED,1,2,0,2438.8119444444446,48,10,8
justjavac/free-programming-books-zh_CN,847,MERGED,1,1,0,2419.526388888889,0,2,0
justjavac/free-programming-books-zh_CN,848,MERGED,1,2,0,2153.3488888888887,16,2,0
justjavac/free-programming-books-zh_CN,849,MERGED,1,1,1,1981.3105555555555,0,5,3
justjavac/free-programming-books-zh_CN,880,CLOSED,1,2,1,428.84555555555556,0,7,5
microsoft/PowerToys,2,MERGED,1,1,1,64.32138888888889,61,4,1
microsoft/PowerToys,9,MERGED,1,1,1,60.33861111111111,0,3,1
microsoft/PowerToys,133,CLOSED,6,60,0,3984.113888888889,0,8,1
microsoft/PowerToys,153,MERGED,1,1,1,24.349444444444444,948,3,1
microsoft/PowerToys,201,MERGED,2,26,26,22.2525,367,2,0
microsoft/PowerToys,240,CLOSED,1,1,1,5.3997222222222225,12,3,1
microsoft/PowerToys,242,CLOSED,1,1,1,4.175,1154,3,1
microsoft/PowerToys,251,CLOSED,1,1,1,3.1127777777777776,76,3,1
microsoft/PowerToys,258,MERGED,1,5,5,2.4005555555555556,1271,3,1
microsoft/PowerToys,273,MERGED,3,19,33,67.29694444444445,625,2,4
microsoft/PowerToys,280,MERGED,10,35,64,60.138888888888886,277,4,4
microsoft/PowerToys,318,MERGED,3,1,1,4.239166666666667,829,2,0
microsoft/PowerToys,323,MERGED,1,0,0,1616.2813888888888,1249,2,1
microsoft/PowerToys,327,MERGED,4,34,4,95.42555555555556,961,3,5
microsoft/PowerToys,333,MERGED,19,34,36,25.337222222222223,518,2,0
microsoft/PowerToys,334,MERGED,1,6,0,24.26,376,2,2
microsoft/PowerToys,340,MERGED,1,9,4,17.802222222222223,649,2,0
microsoft/PowerToys,347,MERGED,1,6,8,9.043611111111112,1210,3,1
microsoft/PowerToys,352,MERGED,1,1,1,4.993611111111111,435,3,0
microsoft/PowerToys,364,MERGED,1,1,1,42.139722222222225,631,3,3
microsoft/PowerToys,373,MERGED,2,10,5,90.38194444444444,1032,3,3
microsoft/PowerToys,391,MERGED,9,576,499,28.695833333333333,1271,6,6
microsoft/PowerToys,394,MERGED,6,35,23,20.767222222222223,525,2,0
microsoft/PowerToys,395,MERGED,1,7,1,19.968611111111112,288,2,0
microsoft/PowerToys,401,MERGED,7,108,72,237.99583333333334,1384,3,12
microsoft/PowerToys,406,MERGED,4,56,24,161.31305555555556,506,2,0
microsoft/PowerToys,438,MERGED,1,25,4,71.20416666666667,2337,3,6
microsoft/PowerToys,450,MERGED,13,237,17,124.95722222222223,431,3,3
microsoft/PowerToys,467,MERGED,11,135,10,16.63083333333333,742,2,1
microsoft/PowerToys,468,MERGED,5,92,5,22.883333333333333,748,2,1
microsoft/PowerToys,471,MERGED,3,208,143,16.898888888888887,1608,2,1
microsoft/PowerToys,474,MERGED,6,68,55,68.38833333333334,425,2,1
microsoft/PowerToys,476,MERGED,1,32,34,53.77166666666667,733,2,0
microsoft/PowerToys,481,MERGED,1,1,1,1.8580555555555556,706,2,0
microsoft/PowerToys,482,MERGED,3,6,6,24.2375,334,2,0
microsoft/PowerToys,483,MERGED,2,2,2,22.414722222222224,1375,3,2
